ip,timestamp,url,software
185.220.102.135,04/07/2025:20:45:41,/api/admin/login?username=john.doe&password=login,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
185.220.101.78,04/07/2025:20:45:43,/api/auth/signin?username=john.doe&password=default,okhttp/4.9.3
185.220.101.86,04/07/2025:20:45:45,/api/v1/auth/login?username=john.doe&password=123456789,python-requests/2.28.1
185.220.102.135,04/07/2025:20:45:46,/login?username=john.doe&password=qwerty123,Apache-HttpClient/4.5.13
185.220.101.78,04/07/2025:20:45:53,/api/v1/auth/login?username=john.doe&password=User123,curl/7.68.0
185.220.102.135,04/07/2025:20:46:01,/api/v1/auth/login?username=jane.smith&password=123456,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
185.220.100.77,04/07/2025:20:46:09,/api/v1/auth/login?username=jane.smith&password=password1,okhttp/4.9.3
185.220.101.78,04/07/2025:20:46:18,/login?username=jane.smith&password=test,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
185.220.100.77,04/07/2025:20:46:19,/api/login?username=jane.smith&password=guest,PostmanRuntime/7.32.3
185.220.102.135,04/07/2025:20:46:21,/api/admin/login?username=jane.smith&password=login,python-requests/2.28.1
185.220.101.19,04/07/2025:20:46:22,/auth/signin?username=jane.smith&password=changeme,HTTPie/3.2.0
185.220.100.77,04/07/2025:20:46:24,/api/auth/login?username=jane.smith&password=temp,okhttp/4.9.3
185.220.102.135,04/07/2025:20:46:26,/login?username=jane.smith&password=qwerty123,Apache-HttpClient/4.5.13
185.220.101.19,04/07/2025:20:46:27,/api/login?username=jane.smith&password=welcome123,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
185.220.101.19,04/07/2025:20:46:42,/login?username=admin%40example.com&password=password123,HTTPie/3.2.0
185.220.101.86,04/07/2025:20:46:50,/login?username=admin%40example.com&password=123123,Apache-HttpClient/4.5.13
185.220.101.86,04/07/2025:20:47:00,/admin/login?username=admin%40example.com&password=user,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
185.220.101.86,04/07/2025:20:47:05,/api/v1/auth/login?username=admin%40example.com&password=123456789,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
185.220.101.78,04/07/2025:20:47:08,/admin/login?username=admin%40example.com&password=password2024,okhttp/4.9.3
185.220.101.86,04/07/2025:20:47:10,/auth/signin?username=admin%40example.com&password=Password123%21,Apache-HttpClient/4.5.13
185.220.102.135,04/07/2025:20:47:11,/api/auth/signin?username=admin%40example.com&password=Admin123,Apache-HttpClient/4.5.13
185.220.101.19,04/07/2025:20:47:12,/api/auth/login?username=admin%40example.com&password=Test123,okhttp/4.9.3
185.220.100.77,04/07/2025:20:47:14,/login?username=admin%40example.com&password=company123,Apache-HttpClient/4.5.13
185.220.101.86,04/07/2025:20:47:15,/api/login?username=admin%40example.com&password=password%40123,HTTPie/3.2.0
185.220.101.78,04/07/2025:20:47:23,/api/login?username=user%40gmail.com&password=admin,PostmanRuntime/7.32.3
185.220.102.135,04/07/2025:20:47:26,/auth/signin?username=user%40gmail.com&password=welcome,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
185.220.101.19,04/07/2025:20:47:27,/api/auth/signin?username=user%40gmail.com&password=monkey,PostmanRuntime/7.32.3
185.220.102.135,04/07/2025:20:47:31,/api/login?username=user%40gmail.com&password=abc123,python-requests/2.28.1
185.220.101.19,04/07/2025:20:47:32,/admin/login?username=user%40gmail.com&password=Password1,Apache-HttpClient/4.5.13
185.220.101.19,04/07/2025:20:47:42,/auth/signin?username=user%40gmail.com&password=changeme,curl/7.68.0
185.220.100.77,04/07/2025:20:47:44,/api/auth/login?username=user%40gmail.com&password=temp,python-requests/2.28.1
185.220.101.19,04/07/2025:20:47:47,/api/login?username=user%40gmail.com&password=welcome123,curl/7.68.0
185.220.100.77,04/07/2025:20:47:49,/api/admin/login?username=user%40gmail.com&password=summer2024,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
185.220.101.78,04/07/2025:20:47:58,/auth/signin?username=user%40gmail.com&password=87654321,Apache-HttpClient/4.5.13
185.220.101.78,04/07/2025:20:48:03,/api/login?username=test%40test.com&password=admin,curl/7.68.0
185.220.101.86,04/07/2025:20:48:10,/login?username=test%40test.com&password=123123,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
185.220.101.19,04/07/2025:20:48:12,/admin/login?username=test%40test.com&password=Password1,okhttp/4.9.3
185.220.101.19,04/07/2025:20:48:17,/api/v1/auth/login?username=test%40test.com&password=pass,okhttp/4.9.3
185.220.100.77,04/07/2025:20:48:24,/api/auth/login?username=test%40test.com&password=temp,PostmanRuntime/7.32.3
185.220.101.86,04/07/2025:20:48:25,/api/v1/auth/login?username=test%40test.com&password=123456789,Apache-HttpClient/4.5.13
185.220.101.19,04/07/2025:20:48:27,/api/login?username=test%40test.com&password=welcome123,okhttp/4.9.3
185.220.100.77,04/07/2025:20:48:29,/api/admin/login?username=test%40test.com&password=summer2024,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
185.220.102.135,04/07/2025:20:48:31,/api/auth/signin?username=test%40test.com&password=Admin123,Apache-HttpClient/4.5.13
185.220.101.86,04/07/2025:20:48:35,/api/login?username=test%40test.com&password=password%40123,python-requests/2.28.1
185.220.101.19,04/07/2025:20:48:37,/api/admin/login?username=test%40test.com&password=12345678,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
185.220.101.86,04/07/2025:20:48:40,/api/auth/login?username=support%40company.com&password=password,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
185.220.102.135,04/07/2025:20:48:41,/api/v1/auth/login?username=support%40company.com&password=123456,curl/7.68.0
185.220.101.78,04/07/2025:20:48:43,/api/login?username=support%40company.com&password=admin,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
185.220.100.77,04/07/2025:20:48:54,/auth/signin?username=support%40company.com&password=admin123,curl/7.68.0
185.220.101.19,04/07/2025:20:48:57,/api/v1/auth/login?username=support%40company.com&password=pass,python-requests/2.28.1
185.220.101.19,04/07/2025:20:49:02,/auth/signin?username=support%40company.com&password=changeme,HTTPie/3.2.0
185.220.101.78,04/07/2025:20:49:03,/api/auth/signin?username=support%40company.com&password=default,okhttp/4.9.3
185.220.101.78,04/07/2025:20:49:18,/auth/signin?username=support%40company.com&password=87654321,PostmanRuntime/7.32.3
185.220.101.19,04/07/2025:20:49:22,/login?username=info%40company.com&password=password123,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
185.220.102.135,04/07/2025:20:49:31,/api/login?username=info%40company.com&password=abc123,Apache-HttpClient/4.5.13
185.220.101.19,04/07/2025:20:49:37,/api/v1/auth/login?username=info%40company.com&password=pass,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
185.220.101.78,04/07/2025:20:49:38,/login?username=info%40company.com&password=test,Apache-HttpClient/4.5.13
185.220.101.86,04/07/2025:20:49:40,/admin/login?username=info%40company.com&password=user,HTTPie/3.2.0
185.220.102.135,04/07/2025:20:49:41,/api/admin/login?username=info%40company.com&password=login,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
185.220.101.86,04/07/2025:20:49:45,/api/v1/auth/login?username=info%40company.com&password=123456789,Apache-HttpClient/4.5.13
185.220.102.135,04/07/2025:20:49:46,/login?username=info%40company.com&password=qwerty123,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
185.220.101.86,04/07/2025:20:49:50,/auth/signin?username=info%40company.com&password=Password123%21,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
185.220.100.77,04/07/2025:20:49:54,/login?username=info%40company.com&password=company123,curl/7.68.0
185.220.101.86,04/07/2025:20:49:55,/api/login?username=info%40company.com&password=password%40123,okhttp/4.9.3
185.220.100.77,04/07/2025:20:49:59,/api/auth/signin?username=info%40company.com&password=password321,python-requests/2.28.1
185.220.101.78,04/07/2025:20:50:08,/api/auth/login?username=sales%40company.com&password=1234567890,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
185.220.100.77,04/07/2025:20:50:24,/api/auth/login?username=sales%40company.com&password=temp,curl/7.68.0
185.220.102.135,04/07/2025:20:50:36,/admin/login?username=sales%40company.com&password=admin%40123,python-requests/2.28.1
185.220.101.86,04/07/2025:20:50:45,/api/admin/login?username=marketing%40company.com&password=letmein,curl/7.68.0
185.220.102.135,04/07/2025:20:50:46,/auth/signin?username=marketing%40company.com&password=welcome,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
185.220.101.78,04/07/2025:20:50:48,/api/auth/login?username=marketing%40company.com&password=1234567890,HTTPie/3.2.0
185.220.101.86,04/07/2025:20:50:55,/api/auth/signin?username=marketing%40company.com&password=root,okhttp/4.9.3
185.220.101.78,04/07/2025:20:50:58,/login?username=marketing%40company.com&password=test,curl/7.68.0
185.220.100.77,04/07/2025:20:51:04,/api/auth/login?username=marketing%40company.com&password=temp,Apache-HttpClient/4.5.13
185.220.102.135,04/07/2025:20:51:06,/login?username=marketing%40company.com&password=qwerty123,Apache-HttpClient/4.5.13
185.220.101.19,04/07/2025:20:51:07,/api/login?username=marketing%40company.com&password=welcome123,Apache-HttpClient/4.5.13
185.220.100.77,04/07/2025:20:51:14,/login?username=marketing%40company.com&password=company123,HTTPie/3.2.0
185.220.101.78,04/07/2025:20:51:18,/auth/signin?username=marketing%40company.com&password=87654321,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
185.220.101.86,04/07/2025:20:51:25,/api/admin/login?username=contact%40company.com&password=letmein,python-requests/2.28.1
185.220.102.135,04/07/2025:20:51:31,/api/login?username=contact%40company.com&password=abc123,okhttp/4.9.3
185.220.102.135,04/07/2025:20:51:36,/api/auth/login?username=contact%40company.com&password=toor,PostmanRuntime/7.32.3
185.220.101.86,04/07/2025:20:52:00,/api/auth/login?username=john&password=password,okhttp/4.9.3
185.220.101.19,04/07/2025:20:52:02,/login?username=john&password=password123,curl/7.68.0
185.220.101.86,04/07/2025:20:52:10,/login?username=john&password=123123,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
185.220.102.135,04/07/2025:20:52:11,/api/login?username=john&password=abc123,HTTPie/3.2.0
185.220.101.78,04/07/2025:20:52:13,/api/admin/login?username=john&password=password%21,curl/7.68.0
185.220.101.19,04/07/2025:20:52:17,/api/v1/auth/login?username=john&password=pass,curl/7.68.0
185.220.102.135,04/07/2025:20:52:31,/api/auth/signin?username=john&password=Admin123,curl/7.68.0
185.220.100.77,04/07/2025:20:52:34,/login?username=john&password=company123,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
185.220.101.78,04/07/2025:20:52:43,/api/login?username=jane&password=admin,okhttp/4.9.3
185.220.101.19,04/07/2025:20:52:47,/api/auth/signin?username=jane&password=monkey,HTTPie/3.2.0
185.220.100.77,04/07/2025:20:52:49,/api/v1/auth/login?username=jane&password=password1,Apache-HttpClient/4.5.13
185.220.101.19,04/07/2025:20:52:57,/api/v1/auth/login?username=jane&password=pass,curl/7.68.0
185.220.101.86,04/07/2025:20:53:00,/admin/login?username=jane&password=user,okhttp/4.9.3
185.220.100.77,04/07/2025:20:53:09,/api/admin/login?username=jane&password=summer2024,PostmanRuntime/7.32.3
185.220.101.86,04/07/2025:20:53:10,/auth/signin?username=jane&password=Password123%21,PostmanRuntime/7.32.3
185.220.101.78,04/07/2025:20:53:13,/api/v1/auth/login?username=jane&password=User123,HTTPie/3.2.0
185.220.100.77,04/07/2025:20:53:24,/admin/login?username=mike&password=qwerty,Apache-HttpClient/4.5.13
185.220.101.86,04/07/2025:20:53:25,/api/admin/login?username=mike&password=letmein,PostmanRuntime/7.32.3
185.220.101.78,04/07/2025:20:53:33,/api/admin/login?username=mike&password=password%21,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
185.220.101.86,04/07/2025:20:53:40,/admin/login?username=mike&password=user,PostmanRuntime/7.32.3
185.220.102.135,04/07/2025:20:53:41,/api/admin/login?username=mike&password=login,curl/7.68.0
185.220.101.19,04/07/2025:20:53:42,/auth/signin?username=mike&password=changeme,okhttp/4.9.3
185.220.100.77,04/07/2025:20:53:54,/login?username=mike&password=company123,Apache-HttpClient/4.5.13
185.220.100.77,04/07/2025:20:53:59,/api/auth/signin?username=mike&password=password321,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
185.220.102.135,04/07/2025:20:54:01,/api/v1/auth/login?username=sarah&password=123456,python-requests/2.28.1
185.220.101.86,04/07/2025:20:54:05,/api/admin/login?username=sarah&password=letmein,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
185.220.102.135,04/07/2025:20:54:06,/auth/signin?username=sarah&password=welcome,HTTPie/3.2.0
185.220.101.86,04/07/2025:20:54:25,/api/v1/auth/login?username=sarah&password=123456789,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
185.220.101.78,04/07/2025:20:54:28,/admin/login?username=sarah&password=password2024,PostmanRuntime/7.32.3
185.220.101.78,04/07/2025:20:54:33,/api/v1/auth/login?username=sarah&password=User123,PostmanRuntime/7.32.3
185.220.101.19,04/07/2025:20:54:37,/api/admin/login?username=sarah&password=12345678,python-requests/2.28.1
185.220.101.86,04/07/2025:20:54:40,/api/auth/login?username=david&password=password,HTTPie/3.2.0
185.220.101.19,04/07/2025:20:54:42,/login?username=david&password=password123,python-requests/2.28.1
185.220.101.86,04/07/2025:20:54:45,/api/admin/login?username=david&password=letmein,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
185.220.102.135,04/07/2025:20:54:46,/auth/signin?username=david&password=welcome,curl/7.68.0
185.220.101.19,04/07/2025:20:54:47,/api/auth/signin?username=david&password=monkey,PostmanRuntime/7.32.3
185.220.102.135,04/07/2025:20:54:51,/api/login?username=david&password=abc123,PostmanRuntime/7.32.3
185.220.101.19,04/07/2025:20:54:52,/admin/login?username=david&password=Password1,curl/7.68.0
185.220.100.77,04/07/2025:20:54:54,/auth/signin?username=david&password=admin123,PostmanRuntime/7.32.3
185.220.102.135,04/07/2025:20:54:56,/api/auth/login?username=david&password=toor,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
185.220.100.77,04/07/2025:20:54:59,/api/login?username=david&password=guest,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
185.220.101.86,04/07/2025:20:55:00,/admin/login?username=david&password=user,PostmanRuntime/7.32.3
185.220.102.135,04/07/2025:20:55:01,/api/admin/login?username=david&password=login,Apache-HttpClient/4.5.13
185.220.101.78,04/07/2025:20:55:03,/api/auth/signin?username=david&password=default,PostmanRuntime/7.32.3
185.220.102.135,04/07/2025:20:55:11,/api/auth/signin?username=david&password=Admin123,Apache-HttpClient/4.5.13
185.220.100.77,04/07/2025:20:55:14,/login?username=david&password=company123,python-requests/2.28.1
185.220.101.86,04/07/2025:20:55:20,/api/auth/login?username=emma&password=password,curl/7.68.0
185.220.102.135,04/07/2025:20:55:21,/api/v1/auth/login?username=emma&password=123456,HTTPie/3.2.0
185.220.101.78,04/07/2025:20:55:23,/api/login?username=emma&password=admin,curl/7.68.0
185.220.100.77,04/07/2025:20:55:24,/admin/login?username=emma&password=qwerty,HTTPie/3.2.0
185.220.100.77,04/07/2025:20:55:29,/api/v1/auth/login?username=emma&password=password1,PostmanRuntime/7.32.3
185.220.100.77,04/07/2025:20:55:39,/api/login?username=emma&password=guest,Apache-HttpClient/4.5.13
185.220.101.86,04/07/2025:20:55:40,/admin/login?username=emma&password=user,Apache-HttpClient/4.5.13
185.220.100.77,04/07/2025:20:55:44,/api/auth/login?username=emma&password=temp,Apache-HttpClient/4.5.13
185.220.101.19,04/07/2025:20:55:57,/api/admin/login?username=emma&password=12345678,python-requests/2.28.1
185.220.101.19,04/07/2025:20:56:07,/api/auth/signin?username=chris&password=monkey,okhttp/4.9.3
185.220.101.86,04/07/2025:20:56:10,/login?username=chris&password=123123,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
185.220.101.78,04/07/2025:20:56:18,/login?username=chris&password=test,PostmanRuntime/7.32.3
185.220.100.77,04/07/2025:20:56:29,/api/admin/login?username=chris&password=summer2024,HTTPie/3.2.0
185.220.101.86,04/07/2025:20:56:30,/auth/signin?username=chris&password=Password123%21,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
185.220.101.19,04/07/2025:20:56:47,/api/auth/signin?username=lisa&password=monkey,PostmanRuntime/7.32.3
185.220.102.135,04/07/2025:20:56:51,/api/login?username=lisa&password=abc123,Apache-HttpClient/4.5.13
185.220.101.78,04/07/2025:20:56:53,/api/admin/login?username=lisa&password=password%21,Apache-HttpClient/4.5.13
185.220.100.77,04/07/2025:20:56:54,/auth/signin?username=lisa&password=admin123,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
185.220.101.86,04/07/2025:20:56:55,/api/auth/signin?username=lisa&password=root,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
185.220.100.77,04/07/2025:20:57:09,/api/admin/login?username=lisa&password=summer2024,PostmanRuntime/7.32.3
185.220.101.86,04/07/2025:20:57:10,/auth/signin?username=lisa&password=Password123%21,python-requests/2.28.1
185.220.102.135,04/07/2025:20:57:11,/api/auth/signin?username=lisa&password=Admin123,curl/7.68.0
185.220.100.77,04/07/2025:20:57:14,/login?username=lisa&password=company123,python-requests/2.28.1
185.220.100.77,04/07/2025:20:57:19,/api/auth/signin?username=lisa&password=password321,curl/7.68.0
185.220.101.86,04/07/2025:20:57:20,/api/auth/login?username=robert&password=password,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
185.220.101.78,04/07/2025:20:57:28,/api/auth/login?username=robert&password=1234567890,HTTPie/3.2.0
185.220.101.86,04/07/2025:20:57:30,/login?username=robert&password=123123,PostmanRuntime/7.32.3
185.220.101.19,04/07/2025:20:58:02,/login?username=maria&password=password123,python-requests/2.28.1
185.220.101.78,04/07/2025:20:58:03,/api/login?username=maria&password=admin,python-requests/2.28.1
185.220.101.19,04/07/2025:20:58:12,/admin/login?username=maria&password=Password1,PostmanRuntime/7.32.3
185.220.101.19,04/07/2025:20:58:27,/api/login?username=maria&password=welcome123,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
185.220.101.86,04/07/2025:20:58:30,/auth/signin?username=maria&password=Password123%21,HTTPie/3.2.0
185.220.101.19,04/07/2025:20:58:32,/api/auth/login?username=maria&password=Test123,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
185.220.101.86,04/07/2025:20:58:35,/api/login?username=maria&password=password%40123,HTTPie/3.2.0
185.220.102.135,04/07/2025:20:58:36,/admin/login?username=maria&password=admin%40123,Apache-HttpClient/4.5.13
185.220.101.19,04/07/2025:20:58:37,/api/admin/login?username=maria&password=12345678,PostmanRuntime/7.32.3
185.220.100.77,04/07/2025:20:58:39,/api/auth/signin?username=maria&password=password321,curl/7.68.0
185.220.101.19,04/07/2025:20:58:52,/admin/login?username=james&password=Password1,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
185.220.101.19,04/07/2025:20:59:02,/auth/signin?username=james&password=changeme,Apache-HttpClient/4.5.13
185.220.101.78,04/07/2025:20:59:03,/api/auth/signin?username=james&password=default,HTTPie/3.2.0
185.220.101.86,04/07/2025:20:59:05,/api/v1/auth/login?username=james&password=123456789,okhttp/4.9.3
185.220.102.135,04/07/2025:20:59:06,/login?username=james&password=qwerty123,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
185.220.100.77,04/07/2025:20:59:24,/admin/login?username=jennifer&password=qwerty,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
185.220.101.19,04/07/2025:20:59:27,/api/auth/signin?username=jennifer&password=monkey,HTTPie/3.2.0
185.220.101.78,04/07/2025:20:59:28,/api/auth/login?username=jennifer&password=1234567890,HTTPie/3.2.0
185.220.101.86,04/07/2025:20:59:30,/login?username=jennifer&password=123123,Apache-HttpClient/4.5.13
185.220.101.78,04/07/2025:20:59:33,/api/admin/login?username=jennifer&password=password%21,HTTPie/3.2.0
185.220.100.77,04/07/2025:20:59:44,/api/auth/login?username=jennifer&password=temp,python-requests/2.28.1
185.220.101.86,04/07/2025:20:59:50,/auth/signin?username=jennifer&password=Password123%21,curl/7.68.0
185.220.100.77,04/07/2025:20:59:54,/login?username=jennifer&password=company123,curl/7.68.0
185.220.101.86,04/07/2025:20:59:55,/api/login?username=jennifer&password=password%40123,Apache-HttpClient/4.5.13
